플랫폼,브랜드,제품명,순위,대분류,중분류1,중분류2,중분류3,평점,후기 수,가격
코스메,도도,Diamond Crash Liner N,1581,색조메이크업,아이메이크업,아이라이너,아이라이너,4.5,37,858
코스메,설화수,Progressive Cleansing Oil,1582,스킨케어,클렌징,클렌징,클렌징,4.5,37,0
코스메,위치스 파우치,BB Cream,1583,베이스메이크업,선케어,선케어,선케어,4.3,37,693
코스메,삼유,Bone Panthenol My Recipe Cream,1584,스킨케어,스킨케어,크림,크림,5.9,37,3300
코스메,셀프뷰티,Unicorn Aurora Essence Primer,1585,베이스메이크업,베이스메이크업,프라이머/베이스,프라이머/베이스,5.7,37,32
코스메,클리오,Kill cover glow fitting cushion,1586,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,3.8,37,3740
코스메,레듀르,Refreshing Time Cleansing Water,1587,스킨케어,클렌징,클렌징,클렌징,4,37,1705
코스메,일소,ER elastic serum (retinol),1588,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.8,37,3400
코스메,적서울,Ultra Sica Sleeping Gel,1589,스킨케어,스킨케어,크림,크림,0,37,65
코스메,릴리바이레드,Starry Eyes Am9 to Pm9 Gel Eyeliner,1590,색조메이크업,아이메이크업,아이라이너,아이라이너,7,37,1100
코스메,시크릿키,Repairing Cream,1591,스킨케어,스킨케어,크림,크림,0,37,0
코스메,잇스킨,PRESTIGE Tonique d'escargot,1592,스킨케어,스킨케어,로션,로션,0,37,0
코스메,더페이스샵,Frebeaute Collagenic Collagen 70 Cream,1593,스킨케어,스킨케어,크림,크림,0,37,0
코스메,라카,Dream Beam Highlighter,1594,베이스메이크업,베이스메이크업,블러셔/쉐이딩/하이라이터,블러셔/쉐이딩/하이라이터,5.5,36,2200
코스메,페리페라,Ink velvet,1595,색조메이크업,립메이크업,립메이크업,립스틱,5.1,36,990
코스메,큐템,Cerabom First Ampoule,1596,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,6.3,36,7370
코스메,힌스,Second Skin Hydrating Primer,1597,베이스메이크업,베이스메이크업,프라이머/베이스,프라이머/베이스,4.4,36,3300
코스메,삼유,PH Sensitive Sun Cream,1598,베이스메이크업,선케어,선케어,선케어,5.4,36,2750
코스메,브이티코스메틱,S100 Pro CICA Reedle,1599,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.5,36,682
코스메,아치,Brattint,1600,색조메이크업,립메이크업,립메이크업,립틴트,6.1,36,2528
코스메,메디큐브,Pro Glutathione Velvet Cushion,1601,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,6,36,3701
코스메,보니앤제이,PLARECETA COLLAGEN CREAM,1602,스킨케어,스킨케어,크림,크림,4.6,36,8690
코스메,파넬,Cicamanu 92 Serum,1603,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.4,36,3080
코스메,닥터지,Pure Vitamin Mask C,1604,스킨케어,마스크팩,마스크팩,마스크팩,5.7,36,999
코스메,믹순,Soy Essence,1605,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.6,36,0
코스메,원데이즈유,Scaling 30days mask,1606,스킨케어,마스크팩,마스크팩,마스크팩,4.6,36,30
코스메,JM솔루션,Centera Care Cleansing Water,1607,스킨케어,클렌징,클렌징,클렌징,5,36,500
코스메,도도,Cheek Cat,1608,베이스메이크업,베이스메이크업,블러셔/쉐이딩/하이라이터,블러셔/쉐이딩/하이라이터,5.5,36,814
코스메,닥터지,Brightening Up Sun,1609,베이스메이크업,선케어,선케어,선케어,5.7,36,0
코스메,도미나스,At Clinic Bolphyrin Wrinkle Shot Ampoule,1610,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,6,36,0
코스메,블레스문,LIKE A SHADOW,1611,색조메이크업,아이메이크업,아이섀도우,아이섀도우,5.8,36,0
코스메,BONOTOX,Timeless CODE Dual Stem Cell Serum,1612,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5,36,13000
코스메,페리펠라,Ink Collector,1613,베이스메이크업,베이스메이크업,프라이머/베이스,프라이머/베이스,3.4,36,0
코스메,스킨푸드,Fresh Fruit Lip & Blush Trio,1614,색조메이크업,립메이크업,립메이크업,립스틱,4,36,1760
코스메,메디큐브,Collagen Glow Booster Serum,1615,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.7,36,5720
코스메,팁토,Jerry Stick,1616,색조메이크업,립메이크업,립메이크업,립스틱,5.8,36,2200
코스메,에뛰드,Soft drink tint,1617,색조메이크업,립메이크업,립메이크업,립틴트,3,36,913
코스메,하루하루 원더,Black Rice Probiotic Barrier Essence,1618,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.8,36,3520
코스메,파이코어,DIFFERENSEA SOOTHING CREAM BLUE BIOME REPAIR,1619,스킨케어,스킨케어,크림,크림,5.4,36,7205
코스메,브이티코스메틱,Berry Collagen Pact,1620,베이스메이크업,베이스메이크업,파우더/팩트/픽서,파우더/팩트/픽서,0,36,0
코스메,에뛰드,Look at My Eyes Eyebass,1621,색조메이크업,아이메이크업,아이섀도우,아이섀도우,0,36,594
코스메,홀리카홀리카,Face 2 Change Liquid Roller BB,1622,베이스메이크업,선케어,선케어,선케어,0,36,0
코스메,파르간톤,Pop cheek,1623,베이스메이크업,베이스메이크업,블러셔/쉐이딩/하이라이터,블러셔/쉐이딩/하이라이터,0,36,1100
코스메,도도,Face powder,1624,베이스메이크업,베이스메이크업,파우더/팩트/픽서,파우더/팩트/픽서,0,36,628
코스메,더페이스샵,Yogurt Pack (grape),1625,스킨케어,클렌징,클렌징,클렌징,0,36,732
코스메,뉴스,Mousse Care Cheek Handy,1626,베이스메이크업,베이스메이크업,블러셔/쉐이딩/하이라이터,블러셔/쉐이딩/하이라이터,5.3,35,1430
코스메,더샘,CP Triple Pod Concealer,1627,베이스메이크업,베이스메이크업,컨실러,컨실러,4.8,35,1980
코스메,홀리카홀리카,My Fave Piece Eyeshadow,1628,색조메이크업,아이메이크업,아이섀도우,아이섀도우,5.4,35,1320
코스메,3CE,3CE Drop Glow Gel,1629,색조메이크업,립메이크업,립메이크업,립스틱,4.9,35,2189
코스메,설화수,Perfecting foundation,1630,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,5.3,35,0
코스메,아누아,Peach Nia Synthelum Daily Mask,1631,스킨케어,마스크팩,마스크팩,마스크팩,4.9,36,2200
코스메,삐아,Austay Concealer,1632,베이스메이크업,베이스메이크업,컨실러,컨실러,5.4,35,1210
코스메,미샤,Time Revolution Night Repair Ampoule 5X,1633,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.3,35,0
코스메,펨뮤,Dewy Lip Plumper [Lip Serum],1634,색조메이크업,립메이크업,립메이크업,립글로스,4.2,35,2860
코스메,코스메틱,Your Skin Dress Tone Up Base,1635,베이스메이크업,베이스메이크업,프라이머/베이스,프라이머/베이스,5.4,35,2640
코스메,무드,MD Dreamy Glitter,1636,색조메이크업,아이메이크업,아이섀도우,아이섀도우,4.6,35,1870
코스메,아이소이,Blemish Care Mask,1637,스킨케어,마스크팩,마스크팩,마스크팩,4.6,35,5940
코스메,미샤,4D Mascara,1638,색조메이크업,아이메이크업,마스카라,마스카라,4.6,35,660
코스메,솜바이미,Bye Bye Blackhead Green Tea Tox Bubble Cleanser,1639,스킨케어,클렌징,클렌징,클렌징,5,35,2189
코스메,오브베이스,Pick Pack Cleanser Strawberry & Vanilla Bean,1640,스킨케어,클렌징,클렌징,클렌징,5.1,35,2178
코스메,베이지크,Luminous Hydrating Sheet Mask,1641,스킨케어,마스크팩,마스크팩,마스크팩,5.7,35,3300
코스메,브이티코스메틱,A1 Calming Ampoule,1642,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.8,35,2750
코스메,뷰스타,CICARECIPE CareCream,1643,스킨케어,스킨케어,크림,크림,6,35,0
코스메,코스알엑스,One Step Moisture Up Pad,1644,스킨케어,클렌징,클렌징,클렌징,4.3,35,1991
코스메,아르츠인,Heacera Moist Chartner,1645,스킨케어,스킨케어,로션,로션,5.4,35,2750
코스메,더말,Acerola Collagen Essence Mask,1646,스킨케어,마스크팩,마스크팩,마스크팩,7,35,0
코스메,시오리스,Drops of Omija Calming Ampoule,1647,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.9,35,3850
코스메,스킨푸드,Yuzu topping mask,1648,스킨케어,클렌징,클렌징,클렌징,5,35,1210
코스메,스킨앤랩,Vitamin C Brightening Serum,1649,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.1,35,30
코스메,미샤,BP Beauty Soup,1650,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,4.7,35,3300
코스메,브이티코스메틱,Gulcamune Cream,1651,스킨케어,스킨케어,크림,크림,5.9,35,2750
코스메,파이코어,DIFFERENSEA MELTING CREAM BLUE BIOME REPAIR,1652,스킨케어,스킨케어,크림,크림,6.1,35,7205
코스메,땡큐파머,Rice Pure Cream Inample,1653,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,6.2,35,3162
코스메,로벡틴,Aqua Peptide Serum,1654,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5,35,3950
코스메,파파레서피,Eggplant Clearing Peeling Toner Pad,1655,스킨케어,스킨케어,토너/토너패드/스킨,토너/토너패드/스킨,5,35,2890
코스메,라카,Smooth matte lipstick,1656,색조메이크업,립메이크업,립메이크업,립스틱,0,35,1980
코스메,아이오페,Air cushion intense cover,1657,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,0,35,3300
코스메,에이프릴스킨,MAGIC STONE,1658,스킨케어,클렌징,클렌징,클렌징,0,35,2530
코스메,숨37°,time energy skin resetting softening emulsion,1659,스킨케어,스킨케어,로션,로션,0,35,0
코스메,오휘,Sun Science Powder Sunblock EX (SPF50+ PA+++),1660,베이스메이크업,선케어,선케어,선케어,0,35,0
코스메,더말,Wine Essence Mask,1661,스킨케어,마스크팩,마스크팩,마스크팩,0,35,0
코스메,더말,Coenzyme Q10 Essence Mask,1662,스킨케어,마스크팩,마스크팩,마스크팩,0,35,0
코스메,더페이스샵,Cleansing Foam Acerola,1663,스킨케어,클렌징,클렌징,클렌징,0,35,0
코스메,&nd by rom&,Mellow Draw Eyebrow,1664,색조메이크업,아이메이크업,아이브로우,아이브로우,5.4,34,880
코스메,아누아,Dokudami toner double soothing mask,1665,스킨케어,마스크팩,마스크팩,마스크팩,4.9,34,2200
코스메,펨뮤,Narciss Water Sleeping Mask,1666,스킨케어,스킨케어,크림,크림,5.3,34,4950
코스메,삐아,Last Powder Pencil,1667,색조메이크업,아이메이크업,아이라이너,아이라이너,4.5,34,1056
코스메,뉴스,Liquid care blush,1668,베이스메이크업,베이스메이크업,블러셔/쉐이딩/하이라이터,블러셔/쉐이딩/하이라이터,4.4,34,1870
코스메,웨이크메이크,Water velvet cover foundation,1669,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,5.4,34,0
코스메,어뮤즈,Shoe velvet,1670,색조메이크업,립메이크업,립메이크업,립스틱,5.2,34,2200
코스메,VDL,VDL Perfecting Silky Fit Cover Cushion Foundation,1671,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,4.8,34,2970
코스메,디어클레어스,Rich Moist Soothing Serum,1672,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,4.4,34,2400
코스메,원데이즈유,Help Me! Ecoin Tens Ceramide Ampoule Pad,1673,스킨케어,스킨케어,토너/토너패드/스킨,토너/토너패드/스킨,4.2,34,90
코스메,베이지크,Comforting cream,1674,스킨케어,스킨케어,크림,크림,5.3,34,5060
코스메,아르츠인,Airy Water Sun Cream,1675,베이스메이크업,선케어,선케어,선케어,5.7,34,3850
코스메,펨뮤,We Love Sun Tone Up UV Cream SPF50+ PA+++,1676,베이스메이크업,선케어,선케어,선케어,4.4,34,4620
코스메,펨뮤,Ideal Intense,1677,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,4,34,9240
코스메,블랑,Magic Chica Toner,1678,스킨케어,스킨케어,토너/토너패드/스킨,토너/토너패드/스킨,5.3,34,3180
코스메,애플린,Retinol Serum,1679,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.1,34,2899
코스메,메디힐,Tea Tree Calming Cleansing Oil,1680,스킨케어,클렌징,클렌징,클렌징,4.6,34,2090
코스메,블랑,Magic trouble face wash,1681,스킨케어,클렌징,클렌징,클렌징,4.9,34,2651
코스메,V&A 뷰티,Longwear cushion foundation,1682,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,5.6,34,4559
코스메,딕시오니스트,Amino Acid Cream,1683,스킨케어,스킨케어,크림,크림,5.7,34,3080
코스메,더샘,Jerry Candy Tint,1684,색조메이크업,립메이크업,립메이크업,립스틱,4.6,34,0
코스메,클리오,Nudism Velvet Wear Cushion,1685,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,4.5,34,3520
코스메,주스 투 클렌즈,Resless foam cleanser,1686,스킨케어,클렌징,클렌징,클렌징,5.6,34,0
코스메,삼유,Bone Panthenol to Too Serum,1687,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.4,34,3080
코스메,라카,Smooth mat lip tint,1688,색조메이크업,립메이크업,립메이크업,립틴트,0,34,1815
코스메,앰풀로지,E01 Pore Enprogy,1689,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,0,34,2783
코스메,시크릿키,Starting Treatment Essence,1690,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,0,34,0
코스메,클리오,Waterproof Turn Liner Twisturn,1691,색조메이크업,아이메이크업,아이라이너,아이라이너,0,34,1870
코스메,토니모리,Natural pulp sheet mask,1692,스킨케어,마스크팩,마스크팩,마스크팩,0,34,21
코스메,네이처리퍼블릭,Collagen Dream 70 Emulsion,1693,스킨케어,스킨케어,로션,로션,0,34,0
코스메,로트리,BB Premium Tinted Control Base,1694,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,0,34,0
코스메,마몽드,BRIGHTENING POWDER PACT 10HR,1695,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,0,34,0
코스메,바닐라코,Fresh Cleansing Sherbet,1696,스킨케어,클렌징,클렌징,클렌징,0,34,0
코스메,에뛰드,Oh my eyeliner,1697,색조메이크업,아이메이크업,아이라이너,아이라이너,2,34,506
코스메,다시크,Mood Shadow Palette,1698,색조메이크업,아이메이크업,아이섀도우,아이섀도우,5.3,33,0
코스메,닥터자르트,Vital Hydra Solution Hydrating Lip Mask,1699,색조메이크업,립메이크업,립메이크업,립밤,5,33,3740
코스메,바이오힐 BOH,BIO HEAL BOH Panthenol Deer Blemish Cream (TOP),1700,스킨케어,스킨케어,크림,크림,4.9,33,3740
코스메,밀크터치,All Day Fixing Mascara Base,1701,색조메이크업,아이메이크업,마스카라,마스카라,4.5,33,1628
코스메,클리오,Kill Cover the New Fountain Cushion,1702,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,4.2,33,0
코스메,에스쁘아,Real Eye Palette All New,1703,색조메이크업,아이메이크업,아이섀도우,아이섀도우,6.2,33,3067
코스메,시스터앤,Smart Fit Cover Cushion,1704,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,5.4,33,15
코스메,제니하우스,Ultra Fit Serum Cushion <With Refill>,1705,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,6.3,33,5280
코스메,펨뮤,Balance Moments,1706,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.7,33,7260
코스메,VDL,VDL Tone Stain Color Collecting Primer,1707,베이스메이크업,베이스메이크업,프라이머/베이스,프라이머/베이스,5.3,34,3080
코스메,네이처리퍼블릭,VITAPAIR C TONER,1708,스킨케어,스킨케어,로션,로션,4.1,33,0
코스메,3CE,TATTOO LIP TINT,1709,색조메이크업,립메이크업,립메이크업,립스틱,5.3,33,0
코스메,브큐셀,Dermaskin Peeling,1710,스킨케어,클렌징,클렌징,클렌징,5.8,33,10780
코스메,소울,Layered Cream,1711,스킨케어,스킨케어,크림,크림,5.2,33,9020
코스메,위치스 파우치,High Cover Cream Concealer,1712,베이스메이크업,베이스메이크업,컨실러,컨실러,4,33,528
코스메,미굿뷰티,mgb skin CICA CLEANSING BALM,1713,스킨케어,클렌징,클렌징,클렌징,4.5,33,3300
